ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification,Base Market Value,bb_ticker,bb_exch,sec_type,figi_name
CNE100001SP3,BS7K3K9,Zhejiang Zheneng Electric Power Co. Ltd. Class A,CNY,133300.0,0.000473,China,5.08,Utilities,Independent Power And Renewable Electricity Producers,101111.516,600023,CH,Common Stock,ZHEJIANG ZHENENG ELECTRIC-A
INE016A01026,6297356,Dabur India Limited,INR,24808.0,0.000465,India,384.7,Consumer Staples,Personal Care Products,99537.31,DABUR,IN,Common Stock,DABUR INDIA LTD
CNE000000VB0,BD5CNF7,New Hope Liuhe Co. Ltd. Class A,CNY,92600.0,0.000463,China,7.16,Consumer Staples,Food Products,98998.984,000876,CH,Common Stock,NEW HOPE LIUHE CO LTD-A
CNE1000010R3,BD6QVW1,Giant Network Group Co. Ltd. Class A,CNY,26500.0,0.000462,China,24.97,Communication Services,Entertainment,98803.234,002558,CH,Common Stock,GIANT NETWORK GROUP CO LTD-A
JP3256000005,6499550,Kyowa Kirin Co. Ltd.,JPY,6900.0,0.000462,Japan,2256.0,Health Care,Pharmaceuticals,98881.37,4151,JP,Common Stock,KYOWA KIRIN CO LTD
SA0007879063,B12M7M1,Saudi Investment Bank,SAR,25145.0,0.00046,Saudi Arabia,14.71,Financials,Banks,98470.016,SIBC,AB,Common Stock,SAUDI INVESTMENT BANK/THE
CNE100001RG4,BD5LR63,Guangzhou Tinci Materials Technology Co. Ltd,CNY,19720.0,0.000459,China,33.36,Materials,Chemicals,98228.99,002709,CH,Common Stock,GUANGZHOU TINCI MATERIALS -A
BMG2109G1033,6460794,China Gas Holdings Limited,HKD,141672.0,0.000456,China,5.4,Utilities,Gas Utilities,97499.99,384,HK,,
CNE100002RZ2,BDF57C1,360 Security Technology Inc. Class A,CNY,73700.0,0.000451,China,8.77,Information Technology,Software,96510.34,601360,CH,Common Stock,360 SECURITY TECHNOLOGY IN-A
CNE100000L63,BD73M39,S.F. Holding Co. Ltd. Class A,CNY,20700.0,0.000445,China,30.78,Industrials,Air Freight & Logistics,95136.18,002352,CH,Common Stock,S F HOLDING CO LTD-A
CNE100000338,6718255,Great Wall Motor Co. Ltd. Class H,HKD,99500.0,0.000443,China,7.48,Consumer Discretionary,Automobiles,94853.09,2333,HK,,
CNE1000055X6,BNHNC51,Dosilicon Co. Ltd. Class A,CNY,5157.0,0.00044,China,122.36,Information Technology,Semiconductors & Semiconductor Equipment,94220.055,688110,CH,Common Stock,DOSILICON CO LTD-A
CNE000001H94,BZ0D1S8,Chifeng Jilong Gold Mining Group Limited Class A,CNY,14200.0,0.000439,China,44.26,Materials,Metals & Mining,93843.99,600988,CH,Common Stock,CHIFENG JILONG GOLD MINING-A
JP3360800001,6805317,Hulic Co. Ltd.,JPY,8400.0,0.000434,Japan,1740.0,Real Estate,Real Estate Management & Development,92844.21,3003,JP,Common Stock,HULIC CO LTD
CNE000001G53,BP3R9L6,Shanghai Electric Power Co. Ltd. Class A,CNY,46000.0,0.00043,China,13.39,Utilities,Independent Power And Renewable Electricity Producers,91969.78,600021,CH,Common Stock,SHANGHAI ELECTRIC POWER CO-A
CNE100004ZD8,BMF7PQ0,ACM Research (Shanghai) Inc. Class A,CNY,2092.0,0.000427,China,292.77,Information Technology,Semiconductors & Semiconductor Equipment,91452.37,688082,CH,Common Stock,ACM RESEARCH SHANGHAI I-A
EGS37091C013,6298177,Eastern Company,EGP,148318.0,0.000426,Egypt,32.02,Consumer Staples,Tobacco,91101.914,EAST,EY,Common Stock,EASTERN CO SAE
TRAISCTR91N2,B03MYS8,Turkiye Is Bankasi Anonim Sirketi Class C,TRY,333276.0,0.000423,Turkey,13.26,Financials,Banks,90586.04,ISCTR,TI,Common Stock,TURKIYE IS BANKASI-C
CNE1000008S5,BD5CQ58,Goldwind Science & Technology Co. Ltd. Class A,CNY,32800.0,0.000417,China,18.2,Industrials,Electrical Equipment,89135.76,002202,CH,Common Stock,GOLDWIND SCIENCE & TECHNOL-A
CNE1000001T8,6425395,Aluminum Corporation of China Limited Class H,HKD,86000.0,0.000416,China,8.12,Materials,Metals & Mining,88998.21,2600,HK,,
CNE0000012L4,BD5CF40,Shanjin International Gold Co. Ltd. Class A,CNY,23380.0,0.000416,China,25.51,Materials,Metals & Mining,89055.695,000975,CH,Common Stock,SHANJIN INTERNATIONAL GOLD-A
DE0007010803,5910609,Rational Aktiengesellschaft,EUR,138.0,0.000415,Germany,562.0,Industrials,Machinery,88894.69,RAA,GY,Common Stock,RATIONAL AG
KYG2121Q1055,BK0SBL1,China Feihe Limited,HKD,276000.0,0.000414,China,2.52,Consumer Staples,Food Products,88641.37,6186,HK,,
CNE100004231,BMF7P48,QuantumCTek Co. Ltd. Class A,CNY,1649.0,0.000413,China,359.0,Information Technology,Communications Equipment,88393.805,688027,CH,Common Stock,QUANTUMCTEK CO LTD-A
CNE000001QZ7,BP3R295,Industrial Bank Co. Ltd. Class A,CNY,33200.0,0.000412,China,17.78,Financials,Banks,88140.72,601166,CH,Common Stock,INDUSTRIAL BANK CO LTD -A
CNE100000FN7,B3ZVDV0,Sinopharm Group Co. Ltd. Class H,HKD,46000.0,0.000412,China,15.02,Health Care,Health Care Providers & Services,88055.12,1099,HK,,
CNE100003LZ3,BK71BW4,Amlogic (Shanghai) Co. Ltd. Class A,CNY,6649.0,0.000411,China,88.5,Information Technology,Semiconductors & Semiconductor Equipment,87863.06,688099,CH,Common Stock,AMLOGIC SHANGHAI INC-A
CNE1000018P0,BD5CBF3,Kuang-Chi Technologies Co. Ltd. Class A,CNY,21300.0,0.00041,China,27.6,Industrials,Aerospace & Defense,87779.96,002625,CH,Common Stock,KUANG-CHI TECHNOLOGIES CO-A
CNE000001DQ4,BP3RBG5,Sichuan Road & Bridge Co. Ltd. Class A,CNY,67000.0,0.000407,China,8.71,Industrials,Construction & Engineering,87136.414,600039,CH,Common Stock,SICHUAN ROAD&BRIDGE GROUP-A
CNE000001DN1,BP3RCV7,Hangzhou Silan Microelectronics Co. Ltd. Class A,CNY,17400.0,0.000398,China,32.77,Information Technology,Semiconductors & Semiconductor Equipment,85139.766,600460,CH,Common Stock,HANGZHOU SILAN MICROELECTR-A
PHY0486V1154,B09JBT3,Ayala Corp.,PHP,10360.0,0.000391,Philippines,507.0,Industrials,Industrial Conglomerates,83692.164,AC,PM,Common Stock,AYALA CORPORATION
HK0000077468,B63DLB5,Far East Horizon Limited,HKD,101000.0,0.000386,China,6.42,Financials,Financial Services,82638.65,3360,HK,,
CNE100001RQ3,BD5CJX7,Muyuan Foods Group Co Ltd Class A,CNY,13328.0,0.000385,China,41.35,Consumer Staples,Food Products,82290.03,002714,CH,Common Stock,MUYUAN FOODS GROUP CO LTD-A
CNE100000HD4,B4Q2TX3,China Longyuan Power Group Corporation Ltd Class H,HKD,122000.0,0.000384,China,5.285,Utilities,Independent Power And Renewable Electricity Producers,82173.47,916,HK,,
CNE100000W94,BD5CCF0,Shenzhen Sunway Communication Co. Ltd. Class A,CNY,9200.0,0.000382,China,59.51,Information Technology,Electronic Equipment Instruments & Components,81749.39,300136,CH,Common Stock,SHENZHEN SUNWAY COMMUNICAT-A
CNE100001YF2,BD5CN13,Kunlun Tech Co. Ltd. Class A,CNY,12200.0,0.000373,China,43.79,Communication Services,Interactive Media & Services,79770.35,300418,CH,Common Stock,KUNLUN TECH CO LTD-A
KYG6180F1081,BQKNM37,MINISO Group Holding Ltd.,HKD,36800.0,0.000372,China,16.96,Consumer Discretionary,Broadline Retail,79542.72,9896,HK,,
TW0002801008,6187855,Chang Hwa Commercial Bank Ltd.,TWD,86957.0,0.00037,Taiwan,28.95,Financials,Banks,79257.15,2801,TT,Common Stock,CHANG HWA COMMERCIAL BANK
CNE000000GJ4,BP3R6X7,Sichuan Changhong Electric Co. Ltd. Class A,CNY,78300.0,0.000366,China,6.7,Consumer Discretionary,Household Durables,78332.734,600839,CH,Common Stock,SICHUAN CHANGHONG ELECTRIC-A
CNE100000XB5,BD5CC27,Kingnet Network Co. Ltd. Class A,CNY,31500.0,0.000365,China,16.61,Communication Services,Entertainment,78124.445,002517,CH,Common Stock,KINGNET NETWORK CO LTD-A
CNE100002NT4,BHQPSR0,SG Micro Corp. Class A,CNY,4182.0,0.000365,China,125.13,Information Technology,Semiconductors & Semiconductor Equipment,78136.19,300661,CH,Common Stock,SG MICRO CORP-A
CNE100003S06,BP91NW1,China Resources Microelectronics Ltd. Class A,CNY,8518.0,0.000361,China,60.79,Information Technology,Semiconductors & Semiconductor Equipment,77317.27,688396,CH,Common Stock,CHINA RESOURCES MICROELECT-A
KYG9830F1063,BZ04KX9,Yadea Group Holdings Ltd.,HKD,69108.0,0.000356,China,8.645,Consumer Discretionary,Automobiles,76141.27,1585,HK,,
CNE100003FS0,BL61W96,Suzhou Maxwell Technologies Co. Ltd. Class A,CNY,2500.0,0.000355,China,203.33,Information Technology,Semiconductors & Semiconductor Equipment,75901.125,300751,CH,Common Stock,SUZHOU MAXWELL TECHNOLOGIE-A
CNE000001R84,BP3R284,Ping An Insurance (Group) Company of China Ltd. Class A,CNY,9500.0,0.000354,China,53.37,Financials,Insurance,75705.516,601318,CH,Common Stock,PING AN INSURANCE GROUP CO-A
CNE000001998,BP3R314,Huaneng Power International Inc. Class A,CNY,74000.0,0.000351,China,6.8,Utilities,Independent Power And Renewable Electricity Producers,75135.875,600011,CH,Common Stock,HUANENG POWER INTL INC-A
CNE000001ND1,BP3R336,Poly Developments & Holdings Group Co. Ltd. Class A,CNY,94600.0,0.000351,China,5.32,Real Estate,Real Estate Management & Development,75146.625,600048,CH,Common Stock,POLY DEVELOPMENTS AND HOLD-A
KYG8878S1030,6903556,Tingyi (Cayman Islands) Holding Corp.,HKD,50000.0,0.000349,China,11.72,Consumer Staples,Food Products,74683.46,322,HK,,
CNE100000BP1,BD5CNT1,GoerTek Inc. Class A,CNY,21400.0,0.000348,China,23.33,Information Technology,Electronic Equipment Instruments & Components,74547.87,002241,CH,Common Stock,GOERTEK INC -A
CNE100000098,BD5CG92,Inner Mongolia Dian Tou Energy Corporation Limited Class A,CNY,17900.0,0.000345,China,27.66,Energy,Oil Gas & Consumable Fuels,73928.5,002128,CH,Common Stock,INNER MONGOLIA DIAN TOU EN-A
CNE1000019Y0,BP3R3F8,New China Life Insurance Co. Ltd. Class A,CNY,8400.0,0.000341,China,58.18,Financials,Insurance,72972.586,601336,CH,Common Stock,NEW CHINA LIFE INSURANCE C-A
CNE100003LY6,BK71BV3,Shanghai BOCHU Electronic Technology Corporation Limited Class A,CNY,5104.0,0.00034,China,95.37,Information Technology,Electronic Equipment Instruments & Components,72682.39,688188,CH,Common Stock,SHANGHAI BOCHU ELECTRONIC-A
CNE100003F50,BK94875,Bank of Changsha Co. Ltd. Class A,CNY,49500.0,0.000338,China,9.79,Financials,Banks,72359.34,601577,CH,Common Stock,BANK OF CHANGSHA CO LTD-A
SE0000108847,4538002,L E Lundbergforetagen AB Class B,SEK,1225.0,0.000338,Sweden,583.0,Financials,Financial Services,72371.73,LUNDB,SS,Common Stock,LUNDBERGS AB-B SHS
CNE000000RL7,BD5CKJ0,China Greatwall Technology Group Co Ltd Class A,CNY,33600.0,0.000331,China,14.12,Information Technology,Technology Hardware Storage & Peripherals,70840.35,000066,CH,Common Stock,CHINA GREATWALL TECHNOLOGY-A
CNE100003LQ2,BK71760,Bank of Suzhou Co Ltd Class A,CNY,51900.0,0.000328,China,9.06,Financials,Banks,70210.54,002966,CH,Common Stock,BANK OF SUZHOU CO LTD-A
CNE100003G67,BHQK864,Shenzhen Mindray Bio-Medical Electronics Co. Ltd. Class A,CNY,3000.0,0.000328,China,156.87,Health Care,Health Care Equipment & Supplies,70269.664,300760,CH,Common Stock,SHENZHEN MINDRAY BIO-MEDIC-A
KW0EQ0400725,B00PQY0,Mabanee Company (SAKC),KWD,22641.0,0.000326,Kuwait,0.95,Real Estate,Real Estate Management & Development,69721.07,MABANEE,KK,Common Stock,MABANEE CO KPSC
MX01OM000018,B1KFX13,Grupo Aeroportuario del Centro Norte SAB de CV Class B,MXN,5700.0,0.000323,Mexico,208.76,Industrials,Transportation Infrastructure,69021.57,OMAB,MM,Common Stock,GRUPO AEROPORTUARIO DEL CENT
CNE000000C82,BP3R4Z5,Shanghai Pharmaceuticals Holding Co. Ltd. Class A,CNY,29000.0,0.000322,China,15.9,Health Care,Health Care Providers & Services,68849.664,601607,CH,Common Stock,SHANGHAI PHARMACEUTICALS-A
BE0003717312,4820301,Sofina SA,EUR,244.0,0.000322,Belgium,246.4,Financials,Financial Services,68911.375,SOF,BB,Common Stock,SOFINA
CNE100001617,BD5CN79,Beijing Enlight Media Co. Ltd. Class A,CNY,41300.0,0.000319,China,11.08,Communication Services,Entertainment,68327.664,300251,CH,Common Stock,BEIJING ENLIGHT MEDIA CO L-A
CNE100000FX6,BP3R4K0,Metallurgical Corporation of China Ltd. Class A,CNY,179800.0,0.000319,China,2.54,Industrials,Construction & Engineering,68191.484,601618,CH,Common Stock,METALLURGICAL CORP OF CHIN-A
CNE000001LJ2,BP3R637,Huadian Power International Corp. Ltd. Class A,CNY,94800.0,0.000318,China,4.81,Utilities,Independent Power And Renewable Electricity Producers,68086.37,600027,CH,Common Stock,HUADIAN POWER INTL CORP-A
CNE100005428,BQWRJD6,Shengyi Electronics Co. Ltd. Class A,CNY,3748.0,0.000317,China,121.2,Information Technology,Electronic Equipment Instruments & Components,67827.984,688183,CH,Common Stock,SHENGYI ELECTRONICS CO LTD-A
CNE1000002P4,6560995,China Oilfield Services Limited Class H,HKD,70000.0,0.000314,China,7.54,Energy,Energy Equipment & Services,67266.09,2883,HK,,
CNE1000004X4,B1L3XL6,Zhuzhou CRRC Times Electric Co. Ltd. Class H,HKD,18000.0,0.000308,China,28.76,Industrials,Machinery,65976.336,3898,HK,,
CNE000000T18,BP3R370,China Northern Rare Earth (Group) High-Tech Co. Ltd. Class A,CNY,11800.0,0.000304,China,36.86,Materials,Metals & Mining,64944.758,600111,CH,Common Stock,CHINA NORTHERN RARE EARTH -A
PHY6028G1361,6514442,Metropolitan Bank & Trust Co.,PHP,66850.0,0.000301,Philippines,60.55,Financials,Banks,64495.977,MBT,PM,Common Stock,METROPOLITAN BANK & TRUST
MXP4948K1056,2392545,Gruma SAB de CV Class B,MXN,4720.0,0.000299,Mexico,233.66,Consumer Staples,Food Products,63971.883,GRUMAB,MM,Common Stock,GRUMA S.A.B.-B
CNE0000018M9,BP3R1R6,Anhui Jianghuai Automobile Group Corp. Ltd. Class A,CNY,22200.0,0.000298,China,19.25,Consumer Discretionary,Automobiles,63810.25,600418,CH,Common Stock,ANHUI JIANGHUAI AUTO GROUP-A
CNE100001KV8,BD5CCK5,Hangzhou Tigermed Consulting Co. Ltd. Class A,CNY,7350.0,0.000294,China,57.39,Health Care,Life Sciences Tools & Services,62984.008,300347,CH,Common Stock,HANGZHOU TIGERMED CONSULTI-A
CNE1000010N2,BD5CMH2,37 Interactive Entertainment Network Technology Group Co. Ltd.,CNY,23900.0,0.000293,China,17.59,Communication Services,Entertainment,62772.652,002555,CH,Common Stock,37 INTERACTIVE ENTERTAINME-A
INE079A01024,B09QQ11,Ambuja Cements Limited,INR,15000.0,0.000287,India,392.55,Materials,Construction Materials,61412.7,ACEM,IN,Common Stock,AMBUJA CEMENTS LTD
BMG2113B1081,6535517,China Resources Gas Group Limited,HKD,28000.0,0.00027,China,16.19,Utilities,Gas Utilities,57773.9,1193,HK,,
CNE100002CC3,BMVB2B0,Shenzhen Envicool Technology Co. Ltd. Class A,CNY,6110.0,0.00027,China,63.28,Industrials,Machinery,57731.71,002837,CH,Common Stock,SHENZHEN ENVICOOL TECHNOLO-A
HK0392044647,6081690,Beijing Enterprises Holdings Limited,HKD,15000.0,0.000264,China,29.6,Utilities,Gas Utilities,56586.1,392,HK,,
HK0144000764,6416139,China Merchants Port Holdings Co. Ltd.,HKD,26605.0,0.000261,China,16.46,Industrials,Transportation Infrastructure,55811.01,144,HK,,
CNE000000KB3,BP3R3R0,Sanan Optoelectronics Co. Ltd. Class A,CNY,28700.0,0.00026,China,12.98,Information Technology,Semiconductors & Semiconductor Equipment,55624.14,600703,CH,Common Stock,SANAN OPTOELECTRONICS CO L-A
CNE0000012M2,BD5CLB9,IEIT SYSTEMS Co. Ltd.Class A,CNY,5000.0,0.000251,China,71.88,Information Technology,Technology Hardware Storage & Peripherals,53664.215,000977,CH,Common Stock,IEIT SYSTEMS CO LTD-A
KYG4290A1013,BGN9715,Haidilao International Holding Ltd.,HKD,44000.0,0.000249,China,9.505,Consumer Discretionary,Hotels Restaurants & Leisure,53300.543,6862,HK,,
PHY806761029,B068DB9,SM Investments Corporation,PHP,6650.0,0.000249,Philippines,503.0,Industrials,Industrial Conglomerates,53297.49,SM,PM,Common Stock,SM INVESTMENTS CORP
CNE100000B81,BD5CNN5,iflytek Co. Ltd. Class A,CNY,9200.0,0.000247,China,38.48,Information Technology,Software,52860.297,002230,CH,Common Stock,IFLYTEK CO LTD - A
CNE100001YQ9,BWVFT00,Huatai Securities Co. Ltd. Class H,HKD,24400.0,0.000245,China,16.86,Financials,Capital Markets,52429.32,6886,HK,,
CNE000001QQ6,BL58M54,Beijing Compass Technology Development Co. Ltd. Class A,CNY,4200.0,0.00024,China,82.0,Financials,Capital Markets,51424.477,300803,CH,Common Stock,BEIJING COMPASS TECHNOLOGY-A
CNE000001BB0,BP3R949,China National Software & Service Company Limited Class A,CNY,10800.0,0.000239,China,31.66,Information Technology,Software,51055.37,600536,CH,Common Stock,CHINA NATIONAL SOFTWARE -A
CNE000000DH5,BP3R820,Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,CNY,3040.0,0.000239,China,112.7,Consumer Staples,Beverages,51156.902,600809,CH,Common Stock,SHANXI XINGHUACUN FEN WINE-A
KYG9431R1039,B2Q14Z3,Want Want China Holdings Limited,HKD,139000.0,0.000233,China,2.815,Consumer Staples,Food Products,49867.777,151,HK,,
CNE100002PC5,BFCCR07,Yealink Network Technology Co. Ltd. Class A,CNY,7980.0,0.000231,China,41.46,Information Technology,Communications Equipment,49401.36,300628,CH,Common Stock,YEALINK NETWORK TECHNOLOGY-A
INE776C01039,B192HJ1,GMR Airports Ltd,INR,48544.0,0.000227,India,96.11,Industrials,Transportation Infrastructure,48660.45,GMRAIRPO,IN,Common Stock,GMR AIRPORTS LTD
MYL6947OO005,6086242,CelcomDigi Berhad,MYR,75100.0,0.000224,Malaysia,2.6,Communication Services,Wireless Telecommunication Services,47840.254,CDB,MK,Common Stock,CELCOMDIGI BHD
MYL6033OO004,6703972,Petronas Gas Bhd.,MYR,10900.0,0.000218,Malaysia,17.5,Utilities,Gas Utilities,46735.266,PTG,MK,Common Stock,PETRONAS GAS BHD
MYL1015OO006,6047023,AMMB Holdings Bhd.,MYR,27400.0,0.00021,Malaysia,6.7,Financials,Banks,44978.56,AMM,MK,Common Stock,AMMB HOLDINGS BHD
CNE0000013Y5,BD5CKB2,Shanxi Coking Coal Energy Group Co. Ltd Class A,CNY,46800.0,0.00021,China,6.44,Energy,Oil Gas & Consumable Fuels,45002.688,000983,CH,Common Stock,SHANXI COKING COAL ENERGY-A
CNE100002508,BD5CPT5,Wen's Foodstuff Group Co. Ltd. Class A,CNY,20380.0,0.00021,China,14.79,Consumer Staples,Food Products,45006.902,300498,CH,Common Stock,WENS FOODSTUFF GROUP CO L-A
CNE100000BJ4,BD5CNJ1,Zhejiang Dahua Technology Co. Ltd. Class A,CNY,19100.0,0.00021,China,15.74,Information Technology,Electronic Equipment Instruments & Components,44889.508,002236,CH,Common Stock,ZHEJIANG DAHUA TECHNOLOGY-A
CNE000000TK5,BD5CPY0,ZTE Corporation Class A,CNY,8800.0,0.000199,China,32.44,Information Technology,Communications Equipment,42625.574,000063,CH,Common Stock,ZTE CORP-A
CNE100004QK2,BMYR710,Zhuzhou CRRC Times Electric Co. Ltd. Class A,CNY,6000.0,0.000191,China,45.73,Industrials,Machinery,40969.36,688187,CH,Common Stock,ZHUZHOU CRRC TIMES ELECTRI-A
CNE100003K04,BL61WD0,CSPC Innovation Pharmaceutical Co. Ltd. Class A,CNY,5880.0,0.00018,China,43.88,Health Care,Pharmaceuticals,38525.715,300765,CH,Common Stock,CSPC INNOVATION PHARMACEUT-A
CNE100001SL2,BTFRHX0,Foshan Haitian Flavouring and Food Company Ltd. Class A,CNY,7618.0,0.00018,China,33.85,Consumer Staples,Food Products,38504.047,603288,CH,Common Stock,FOSHAN HAITIAN FLAVOURING -A
CNE100001T23,BKM3FP6,Ningbo Orient Wires & Cables Co Ltd Class A,CNY,7200.0,0.00018,China,35.88,Industrials,Electrical Equipment,38573.734,603606,CH,Common Stock,NINGBO ORIENT WIRES & CABL-A
CNE1000028B9,BYV1VC8,Seres Group Co. Ltd. Class A,CNY,5400.0,0.000178,China,47.19,Consumer Discretionary,Automobiles,38049.633,601127,CH,Common Stock,SERES GROUP CO L-A
CNE000000SH3,BD5CP40,Changjiang Securities Co. Ltd Class A,CNY,29800.0,0.000176,China,8.45,Financials,Capital Markets,37599.293,000783,CH,Common Stock,CHANGJIANG SECURITIES CO L-A
CNE100000T40,BD5CG47,Shenzhen Everwin Precision Technology Co. Ltd. Class A,CNY,10300.0,0.000176,China,24.48,Information Technology,Electronic Equipment Instruments & Components,37649.168,300115,CH,Common Stock,SHENZHEN EVERWIN PRECISION-A
CNE0000017Y6,BP3R6C6,Yonyou Network Technology Co. Ltd. Class A,CNY,26260.0,0.000173,China,9.46,Information Technology,Software,37093.055,600588,CH,Common Stock,YONYOU NETWORK TECHNOLOGY-A
CNE100003PM2,BNR4NQ2,Beijing Kingsoft Office Software. Inc. Class A,CNY,1091.0,0.00017,China,223.61,Information Technology,Software,36426.94,688111,CH,Common Stock,BEIJING KINGSOFT OFFICE SO-A
INE347G01014,B00KT68,Petronet Lng Limited,INR,12235.0,0.000169,India,284.1,Energy,Oil Gas & Consumable Fuels,36253.273,PLNG,IN,Common Stock,PETRONET LNG LTD
CNE100000CP9,BP3R358,CRRC Corporation Limited Class A,CNY,40100.0,0.000168,China,6.0,Industrials,Machinery,35925.46,601766,CH,Common Stock,CRRC CORP LTD-A
CNE1000000B8,BD5CMT4,TCL Zhonghuan Renewable Energy Technology Co. Ltd. Class A,CNY,27300.0,0.000167,China,8.77,Information Technology,Semiconductors & Semiconductor Equipment,35749.42,002129,CH,Common Stock,TCL ZHONGHUAN RENEWABLE EN-A
CNE000001CS2,BP3R2X9,China United Network Communications Limited Class A,CNY,54200.0,0.00016,China,4.22,Communication Services,Wireless Telecommunication Services,34152.18,600050,CH,Common Stock,CHINA UNITED NETWORK-A
CNE100001377,BD760S9,Ingenic Semiconductor Co. Ltd Class A,CNY,1600.0,0.00016,China,142.97,Information Technology,Semiconductors & Semiconductor Equipment,34156.363,300223,CH,Common Stock,INGENIC SEMICONDUCTOR CO -A
CNE100002177,BYQDMD7,Dongxing Securities Co. Ltd.,CNY,17400.0,0.000159,China,13.06,Financials,Capital Markets,33931.195,601198,CH,Common Stock,DONGXING SECURITIES CO LT-A
CNE100003P74,BNR4NP1,Shenzhen Transsion Holdings Co. Ltd. Class A,CNY,4239.0,0.000156,China,52.77,Information Technology,Technology Hardware Storage & Peripherals,33400.83,688036,CH,Common Stock,SHENZHEN TRANSSION HOLDING-A
CNE100000FW8,BD5CM05,Shenzhen Salubris Pharmaceuticals Co. Ltd. Class A,CNY,7200.0,0.000153,China,30.4,Health Care,Pharmaceuticals,32682.314,002294,CH,Common Stock,SHENZHEN SALUBRIS PHARM-A
CNE100000G29,BP3R466,China Tourism Group Duty Free Corporation Limited Class A,CNY,4100.0,0.000149,China,52.0,Consumer Discretionary,Specialty Retail,31834.2,601888,CH,Common Stock,CHINA TOURISM GROUP DUTY F-A
CNE100003NZ9,BJLWMG7,Chongqing Rural Commercial Bank Co. Ltd. Class A,CNY,32700.0,0.000149,China,6.53,Financials,Banks,31883.621,601077,CH,Common Stock,CHONGQING RURAL COMMERCIAL-A
